Attraction_Name,Nearby_Place,Distance_KM,Category,Rating
Bistro Treats near Vibrant Market of Rishikesh,Vibrant Market of Rishikesh,0.5,Food & Dining,4.7
Central Flea Market near Vibrant Market of Rishikesh,Vibrant Market of Rishikesh,1.5,Shopping,4.5
Local Market Corner near Vibrant Market of Rishikesh,Vibrant Market of Rishikesh,1.5,Local Market,4.5
Bistro Kitchen near Rishikesh Delight Spice Lane,Rishikesh Delight Spice Lane,1.8,Food & Dining,4.8
Local Bazaar near Rishikesh Delight Spice Lane,Rishikesh Delight Spice Lane,1.4,Shopping,4.2
Local Market Corner near Rishikesh Delight Spice Lane,Rishikesh Delight Spice Lane,0.5,Local Market,4.9
Royal Kitchen near Metro Rishikesh Science Arena,Metro Rishikesh Science Arena,1.2,Food & Dining,3.6
Local Bazaar near Metro Rishikesh Science Arena,Metro Rishikesh Science Arena,3.1,Shopping,4.7
Photography Spot near Metro Rishikesh Science Arena,Metro Rishikesh Science Arena,3.1,Viewpoint,4.0
Annapurna Treats near Scenic Peak of Rishikesh,Scenic Peak of Rishikesh,0.2,Food & Dining,4.4
Artisans Cooperative near Scenic Peak of Rishikesh,Scenic Peak of Rishikesh,0.7,Shopping,4.8
Heritage Walk near Scenic Peak of Rishikesh,Scenic Peak of Rishikesh,3.9,Viewpoint,4.2
The Spicy Treats near Rishikesh Sovereign Memorial,Rishikesh Sovereign Memorial,2.0,Food & Dining,3.5
Souvenir Bazaar near Rishikesh Sovereign Memorial,Rishikesh Sovereign Memorial,1.8,Shopping,4.7
Adventure Cliff near Rishikesh Sovereign Memorial,Rishikesh Sovereign Memorial,1.0,Viewpoint,3.7
Chai Villa Bakery near Divine Rishikesh Gurudwara,Divine Rishikesh Gurudwara,0.9,Food & Dining,4.4
Ethnic Hub near Divine Rishikesh Gurudwara,Divine Rishikesh Gurudwara,1.9,Shopping,3.9
Transit Corner near Divine Rishikesh Gurudwara,Divine Rishikesh Gurudwara,2.6,Transit,4.5
Street Point near Rogue Safari Zone of Rishikesh,Rogue Safari Zone of Rishikesh,0.8,Food & Dining,4.9
Central Cooperative near Rogue Safari Zone of Rishikesh,Rogue Safari Zone of Rishikesh,3.2,Shopping,4.8
Transit Corner near Rogue Safari Zone of Rishikesh,Rogue Safari Zone of Rishikesh,2.3,Transit,4.9
Annapurna Cafe near Rishikesh Ethnic Amphitheatre,Rishikesh Ethnic Amphitheatre,2.2,Food & Dining,4.6
Bustling Cooperative near Rishikesh Ethnic Amphitheatre,Rishikesh Ethnic Amphitheatre,3.3,Shopping,4.6
Sunset Deck near Rishikesh Ethnic Amphitheatre,Rishikesh Ethnic Amphitheatre,2.2,Activity,4.8
Desi Corner near Central Rishikesh Shopping Arcade,Central Rishikesh Shopping Arcade,1.5,Food & Dining,4.5
Traditional Bazaar near Central Rishikesh Shopping Arcade,Central Rishikesh Shopping Arcade,0.5,Shopping,3.8
Local Market Corner near Central Rishikesh Shopping Arcade,Central Rishikesh Shopping Arcade,2.5,Local Market,3.7
Royal Point near Legacy Gourmet Court of Rishikesh,Legacy Gourmet Court of Rishikesh,1.6,Food & Dining,3.9
Bustling Bazaar near Legacy Gourmet Court of Rishikesh,Legacy Gourmet Court of Rishikesh,3.3,Shopping,3.8
Photography Spot near Legacy Gourmet Court of Rishikesh,Legacy Gourmet Court of Rishikesh,1.0,Activity,3.7
Cafe Point near Rishikesh Stellar Sky Deck,Rishikesh Stellar Sky Deck,1.1,Food & Dining,3.9
Souvenir Hub near Rishikesh Stellar Sky Deck,Rishikesh Stellar Sky Deck,2.8,Shopping,4.1
Local Market Corner near Rishikesh Stellar Sky Deck,Rishikesh Stellar Sky Deck,1.9,Local Market,4.6
Chai Villa Diner near Cloudy Rishikesh Gardens,Cloudy Rishikesh Gardens,1.3,Food & Dining,3.8
Handicrafts Bazaar near Cloudy Rishikesh Gardens,Cloudy Rishikesh Gardens,2.1,Shopping,3.8
Cable Car Station near Cloudy Rishikesh Gardens,Cloudy Rishikesh Gardens,3.1,Activity,3.9
Gourmet Diner near Grand Castle of Rishikesh,Grand Castle of Rishikesh,1.2,Food & Dining,4.0
Traditional Emporium near Grand Castle of Rishikesh,Grand Castle of Rishikesh,2.9,Shopping,4.6
Boating Lake near Grand Castle of Rishikesh,Grand Castle of Rishikesh,3.2,Viewpoint,4.6
Cafe Kitchen near Rishikesh Divine Gurudwara,Rishikesh Divine Gurudwara,0.4,Food & Dining,3.9
Handicrafts Flea Market near Rishikesh Divine Gurudwara,Rishikesh Divine Gurudwara,0.4,Shopping,4.2
Transit Corner near Rishikesh Divine Gurudwara,Rishikesh Divine Gurudwara,4.5,Transit,5.0
Street Chaat Bhandar near Rogue Rishikesh Trekking Trail,Rogue Rishikesh Trekking Trail,0.2,Food & Dining,3.7
Bustling Bazaar near Rogue Rishikesh Trekking Trail,Rogue Rishikesh Trekking Trail,3.3,Shopping,4.7
Adventure Cliff near Rogue Rishikesh Trekking Trail,Rogue Rishikesh Trekking Trail,4.4,Viewpoint,3.7
Cafe Bakery near Classical Cultural Theatre of Rishikesh,Classical Cultural Theatre of Rishikesh,2.0,Food & Dining,4.4
Central Bazaar near Classical Cultural Theatre of Rishikesh,Classical Cultural Theatre of Rishikesh,0.9,Shopping,4.6
Heritage Walk near Classical Cultural Theatre of Rishikesh,Classical Cultural Theatre of Rishikesh,2.7,Viewpoint,4.8
Street Spot near Rishikesh Craft Bazaar,Rishikesh Craft Bazaar,0.6,Food & Dining,4.4
Handicrafts Corner near Rishikesh Craft Bazaar,Rishikesh Craft Bazaar,1.9,Shopping,4.3
Sunset Deck near Rishikesh Craft Bazaar,Rishikesh Craft Bazaar,2.1,Viewpoint,4.6
The Spicy Cafe near Flavors Rishikesh Chaat Corner,Flavors Rishikesh Chaat Corner,1.9,Food & Dining,3.9
Artisans Bazaar near Flavors Rishikesh Chaat Corner,Flavors Rishikesh Chaat Corner,2.5,Shopping,3.9
Transit Corner near Flavors Rishikesh Chaat Corner,Flavors Rishikesh Chaat Corner,4.8,Transit,3.6
Gourmet Bakery near Futuristic Planetarium of Rishikesh,Futuristic Planetarium of Rishikesh,0.1,Food & Dining,4.4
Traditional Market near Futuristic Planetarium of Rishikesh,Futuristic Planetarium of Rishikesh,3.0,Shopping,3.8
Walkway Park near Futuristic Planetarium of Rishikesh,Futuristic Planetarium of Rishikesh,1.1,Activity,4.1
Annapurna Dhaba near Rishikesh Hidden Meadow,Rishikesh Hidden Meadow,1.2,Food & Dining,4.0
Artisans Flea Market near Rishikesh Hidden Meadow,Rishikesh Hidden Meadow,2.0,Shopping,4.0
Transit Corner near Rishikesh Hidden Meadow,Rishikesh Hidden Meadow,4.2,Transit,3.6
Street Bakery near Victorian Rishikesh Tomb,Victorian Rishikesh Tomb,1.8,Food & Dining,3.6
Bustling Hub near Victorian Rishikesh Tomb,Victorian Rishikesh Tomb,3.0,Shopping,3.8
Cable Car Station near Victorian Rishikesh Tomb,Victorian Rishikesh Tomb,2.3,Activity,4.8
Cafe Bakery near Divine Gurudwara of Rishikesh,Divine Gurudwara of Rishikesh,2.2,Food & Dining,4.3
Local Flea Market near Divine Gurudwara of Rishikesh,Divine Gurudwara of Rishikesh,3.1,Shopping,3.6
Cable Car Station near Divine Gurudwara of Rishikesh,Divine Gurudwara of Rishikesh,0.5,Viewpoint,4.4
Chai Villa Diner near Rishikesh Rogue Zip-line Valley,Rishikesh Rogue Zip-line Valley,1.4,Food & Dining,4.6
Traditional Cooperative near Rishikesh Rogue Zip-line Valley,Rishikesh Rogue Zip-line Valley,3.0,Shopping,3.8
Sunset Deck near Rishikesh Rogue Zip-line Valley,Rishikesh Rogue Zip-line Valley,0.8,Viewpoint,4.2
Desi Dhaba near Legacy Rishikesh Traditional Bazaar,Legacy Rishikesh Traditional Bazaar,0.2,Food & Dining,4.1
Souvenir Hub near Legacy Rishikesh Traditional Bazaar,Legacy Rishikesh Traditional Bazaar,3.1,Shopping,4.5
Local Market Corner near Legacy Rishikesh Traditional Bazaar,Legacy Rishikesh Traditional Bazaar,0.8,Local Market,4.4
Cafe Diner near Emerald Falls of Nainital,Emerald Falls of Nainital,0.6,Food & Dining,4.2
Traditional Arcade near Emerald Falls of Nainital,Emerald Falls of Nainital,0.7,Shopping,4.3
Sunset Deck near Emerald Falls of Nainital,Emerald Falls of Nainital,1.9,Activity,4.8
Laziz Kitchen near Nainital Imperial Gateway,Nainital Imperial Gateway,2.3,Food & Dining,4.4
Handicrafts Flea Market near Nainital Imperial Gateway,Nainital Imperial Gateway,2.1,Shopping,3.7
Photography Spot near Nainital Imperial Gateway,Nainital Imperial Gateway,1.4,Viewpoint,4.6
Annapurna Dhaba near Sacred Nainital Shrine,Sacred Nainital Shrine,1.3,Food & Dining,4.7
Central Hub near Sacred Nainital Shrine,Sacred Nainital Shrine,0.4,Shopping,4.3
Local Market Corner near Sacred Nainital Shrine,Sacred Nainital Shrine,1.0,Local Market,4.4
Bistro Diner near Apex Rafting Camp of Nainital,Apex Rafting Camp of Nainital,0.5,Food & Dining,4.8
Bustling Market near Apex Rafting Camp of Nainital,Apex Rafting Camp of Nainital,3.0,Shopping,3.7
Boating Lake near Apex Rafting Camp of Nainital,Apex Rafting Camp of Nainital,3.4,Viewpoint,5.0
Annapurna Dhaba near Nainital Legacy Folk Centre,Nainital Legacy Folk Centre,1.4,Food & Dining,4.4
Local Arcade near Nainital Legacy Folk Centre,Nainital Legacy Folk Centre,1.5,Shopping,4.7
Boating Lake near Nainital Legacy Folk Centre,Nainital Legacy Folk Centre,1.6,Activity,3.5
Royal Diner near Royal Nainital Emporium,Royal Nainital Emporium,0.9,Food & Dining,4.9
Handicrafts Corner near Royal Nainital Emporium,Royal Nainital Emporium,0.4,Shopping,4.1
Transit Corner near Royal Nainital Emporium,Royal Nainital Emporium,0.6,Transit,4.8
Gourmet Diner near Traditional Dhaba Zone of Nainital,Traditional Dhaba Zone of Nainital,0.5,Food & Dining,4.5
Central Flea Market near Traditional Dhaba Zone of Nainital,Traditional Dhaba Zone of Nainital,0.6,Shopping,3.9
Local Market Corner near Traditional Dhaba Zone of Nainital,Traditional Dhaba Zone of Nainital,1.5,Local Market,4.5
Annapurna Diner near Nainital Cosmo Aquarium,Nainital Cosmo Aquarium,1.9,Food & Dining,4.5
Ethnic Cooperative near Nainital Cosmo Aquarium,Nainital Cosmo Aquarium,0.8,Shopping,3.6
Local Market Corner near Nainital Cosmo Aquarium,Nainital Cosmo Aquarium,4.7,Local Market,4.2
Cafe Chaat Bhandar near Silent Nainital Cave,Silent Nainital Cave,0.9,Food & Dining,4.7
Bustling Cooperative near Silent Nainital Cave,Silent Nainital Cave,0.7,Shopping,4.4
Photography Spot near Silent Nainital Cave,Silent Nainital Cave,1.3,Activity,4.0
Royal Diner near Royal Ruin of Nainital,Royal Ruin of Nainital,0.8,Food & Dining,3.6
Handicrafts Cooperative near Royal Ruin of Nainital,Royal Ruin of Nainital,2.3,Shopping,3.7
Local Market Corner near Royal Ruin of Nainital,Royal Ruin of Nainital,4.3,Local Market,5.0
Bistro Spot near Nainital Sacred Shrine,Nainital Sacred Shrine,0.9,Food & Dining,4.8
Local Bazaar near Nainital Sacred Shrine,Nainital Sacred Shrine,0.3,Shopping,4.2
Adventure Cliff near Nainital Sacred Shrine,Nainital Sacred Shrine,3.9,Activity,3.9
The Spicy Chaat Bhandar near Apex Nainital Camping Ridge,Apex Nainital Camping Ridge,0.3,Food & Dining,4.3
Artisans Arcade near Apex Nainital Camping Ridge,Apex Nainital Camping Ridge,1.0,Shopping,4.1
Sunset Deck near Apex Nainital Camping Ridge,Apex Nainital Camping Ridge,3.7,Viewpoint,4.5
Desi Bakery near Creative Art Village of Nainital,Creative Art Village of Nainital,2.1,Food & Dining,4.6
Local Flea Market near Creative Art Village of Nainital,Creative Art Village of Nainital,0.8,Shopping,4.5
Photography Spot near Creative Art Village of Nainital,Creative Art Village of Nainital,4.8,Viewpoint,4.2
Laziz Corner near Nainital Local Spices Corner,Nainital Local Spices Corner,1.4,Food & Dining,4.6
Central Corner near Nainital Local Spices Corner,Nainital Local Spices Corner,3.5,Shopping,4.0
Cable Car Station near Nainital Local Spices Corner,Nainital Local Spices Corner,0.6,Activity,3.8
Cafe Bakery near Savory Nainital Sweet Alley,Savory Nainital Sweet Alley,1.4,Food & Dining,3.6
Local Market near Savory Nainital Sweet Alley,Savory Nainital Sweet Alley,1.4,Shopping,4.7
Local Market Corner near Savory Nainital Sweet Alley,Savory Nainital Sweet Alley,4.9,Local Market,3.9
Desi Corner near Apex Amusement Park of Nainital,Apex Amusement Park of Nainital,0.7,Food & Dining,3.5
Bustling Market near Apex Amusement Park of Nainital,Apex Amusement Park of Nainital,0.9,Shopping,4.5
Transit Corner near Apex Amusement Park of Nainital,Apex Amusement Park of Nainital,0.7,Transit,4.3
Laziz Spot near Nainital Mist-Clad Sunset Point,Nainital Mist-Clad Sunset Point,1.9,Food & Dining,4.6
Ethnic Market near Nainital Mist-Clad Sunset Point,Nainital Mist-Clad Sunset Point,2.5,Shopping,3.7
Adventure Cliff near Nainital Mist-Clad Sunset Point,Nainital Mist-Clad Sunset Point,2.1,Activity,3.6
Laziz Chaat Bhandar near Historic Nainital Ancient Caves,Historic Nainital Ancient Caves,1.8,Food & Dining,3.6
Local Cooperative near Historic Nainital Ancient Caves,Historic Nainital Ancient Caves,1.8,Shopping,4.7
Transit Corner near Historic Nainital Ancient Caves,Historic Nainital Ancient Caves,2.3,Transit,3.5
Chai Villa Corner near Sacred Shrine of Nainital,Sacred Shrine of Nainital,2.0,Food & Dining,3.6
Central Flea Market near Sacred Shrine of Nainital,Sacred Shrine of Nainital,2.5,Shopping,3.9
Heritage Walk near Sacred Shrine of Nainital,Sacred Shrine of Nainital,2.0,Viewpoint,4.0
Laziz Bakery near Nainital Apex Paragliding Launch,Nainital Apex Paragliding Launch,0.9,Food & Dining,3.9
Bustling Market near Nainital Apex Paragliding Launch,Nainital Apex Paragliding Launch,1.8,Shopping,3.6
Local Market Corner near Nainital Apex Paragliding Launch,Nainital Apex Paragliding Launch,2.2,Local Market,4.3
Bistro Spot near Folk Nainital Heritage Craft Complex,Folk Nainital Heritage Craft Complex,0.7,Food & Dining,3.7
Souvenir Cooperative near Folk Nainital Heritage Craft Complex,Folk Nainital Heritage Craft Complex,2.1,Shopping,3.8
Heritage Walk near Folk Nainital Heritage Craft Complex,Folk Nainital Heritage Craft Complex,4.5,Activity,4.4
Bistro Dhaba near Traditional Flea Market of Nainital,Traditional Flea Market of Nainital,1.5,Food & Dining,3.8
Local Cooperative near Traditional Flea Market of Nainital,Traditional Flea Market of Nainital,0.9,Shopping,3.8
Photography Spot near Traditional Flea Market of Nainital,Traditional Flea Market of Nainital,1.0,Viewpoint,4.7
Gourmet Treats near Nainital Authentic Food Street,Nainital Authentic Food Street,0.7,Food & Dining,3.7
Traditional Emporium near Nainital Authentic Food Street,Nainital Authentic Food Street,0.4,Shopping,4.5
Hiking Point near Nainital Authentic Food Street,Nainital Authentic Food Street,0.6,Activity,4.3
Desi Cafe near Tech Nainital Botanical Conservatory,Tech Nainital Botanical Conservatory,0.7,Food & Dining,3.8
Local Corner near Tech Nainital Botanical Conservatory,Tech Nainital Botanical Conservatory,2.8,Shopping,3.6
Heritage Walk near Tech Nainital Botanical Conservatory,Tech Nainital Botanical Conservatory,2.9,Viewpoint,4.9
Desi Corner near Serene Falls of Nainital,Serene Falls of Nainital,2.5,Food & Dining,4.4
Artisans Hub near Serene Falls of Nainital,Serene Falls of Nainital,3.1,Shopping,3.8
Sunset Deck near Serene Falls of Nainital,Serene Falls of Nainital,0.8,Activity,4.1
Street Treats near Nainital Sovereign Fort,Nainital Sovereign Fort,2.1,Food & Dining,3.6
Traditional Corner near Nainital Sovereign Fort,Nainital Sovereign Fort,0.3,Shopping,3.8
Local Market Corner near Nainital Sovereign Fort,Nainital Sovereign Fort,1.4,Local Market,4.4
Gourmet Kitchen near Sacred Nainital Shrine,Sacred Nainital Shrine,1.6,Food & Dining,4.5
Souvenir Cooperative near Sacred Nainital Shrine,Sacred Nainital Shrine,2.2,Shopping,4.7
Transit Corner near Sacred Nainital Shrine,Sacred Nainital Shrine,3.6,Transit,4.0
Gourmet Corner near Apex Climbing Wall of Nainital,Apex Climbing Wall of Nainital,1.2,Food & Dining,3.6
Traditional Corner near Apex Climbing Wall of Nainital,Apex Climbing Wall of Nainital,3.2,Shopping,4.7
Cable Car Station near Apex Climbing Wall of Nainital,Apex Climbing Wall of Nainital,0.5,Viewpoint,4.9
Cafe Kitchen near Nainital Artistic Folk Centre,Nainital Artistic Folk Centre,1.2,Food & Dining,4.7
Local Bazaar near Nainital Artistic Folk Centre,Nainital Artistic Folk Centre,3.1,Shopping,4.6
Local Market Corner near Nainital Artistic Folk Centre,Nainital Artistic Folk Centre,3.5,Local Market,4.1
Gourmet Bakery near Bustling Nainital Market,Bustling Nainital Market,1.8,Food & Dining,4.3
Artisans Corner near Bustling Nainital Market,Bustling Nainital Market,0.9,Shopping,4.7
Adventure Cliff near Bustling Nainital Market,Bustling Nainital Market,0.4,Viewpoint,4.3
Street Chaat Bhandar near Culinary Spice Lane of Nainital,Culinary Spice Lane of Nainital,1.2,Food & Dining,3.6
Souvenir Corner near Culinary Spice Lane of Nainital,Culinary Spice Lane of Nainital,2.6,Shopping,4.7
Local Market Corner near Culinary Spice Lane of Nainital,Culinary Spice Lane of Nainital,1.3,Local Market,3.5
Desi Diner near Nainital Infinity Science Arena,Nainital Infinity Science Arena,0.5,Food & Dining,4.2
Handicrafts Hub near Nainital Infinity Science Arena,Nainital Infinity Science Arena,0.8,Shopping,4.0
Hiking Point near Nainital Infinity Science Arena,Nainital Infinity Science Arena,4.8,Viewpoint,4.1
Royal Cafe near Silver Nainital Cave,Silver Nainital Cave,0.4,Food & Dining,4.8
Souvenir Hub near Silver Nainital Cave,Silver Nainital Cave,3.3,Shopping,4.6
Transit Corner near Silver Nainital Cave,Silver Nainital Cave,2.5,Transit,4.0
Street Diner near Grand Museum of Nainital,Grand Museum of Nainital,1.1,Food & Dining,3.8
Local Arcade near Grand Museum of Nainital,Grand Museum of Nainital,0.6,Shopping,4.4
Local Market Corner near Grand Museum of Nainital,Grand Museum of Nainital,1.8,Local Market,4.4
Cafe Cafe near Nainital Sacred Shrine,Nainital Sacred Shrine,1.1,Food & Dining,4.4
Ethnic Market near Nainital Sacred Shrine,Nainital Sacred Shrine,0.7,Shopping,4.6
Hiking Point near Nainital Sacred Shrine,Nainital Sacred Shrine,4.3,Activity,4.1
Cafe Kitchen near Apex Nainital Safari Zone,Apex Nainital Safari Zone,0.9,Food & Dining,3.8
Souvenir Bazaar near Apex Nainital Safari Zone,Apex Nainital Safari Zone,1.8,Shopping,4.4
Sunset Deck near Apex Nainital Safari Zone,Apex Nainital Safari Zone,2.7,Viewpoint,3.7
Street Dhaba near Indigenous Art Village of Nainital,Indigenous Art Village of Nainital,1.2,Food & Dining,4.8
Central Flea Market near Indigenous Art Village of Nainital,Indigenous Art Village of Nainital,1.4,Shopping,4.3
Walkway Park near Indigenous Art Village of Nainital,Indigenous Art Village of Nainital,1.1,Viewpoint,4.3
Chai Villa Bakery near Nainital Vibrant Shopping Arcade,Nainital Vibrant Shopping Arcade,2.3,Food & Dining,3.7
Local Bazaar near Nainital Vibrant Shopping Arcade,Nainital Vibrant Shopping Arcade,0.5,Shopping,4.1
Photography Spot near Nainital Vibrant Shopping Arcade,Nainital Vibrant Shopping Arcade,1.2,Activity,4.3
The Spicy Diner near Delight Nainital Gourmet Court,Delight Nainital Gourmet Court,1.4,Food & Dining,4.2
Central Flea Market near Delight Nainital Gourmet Court,Delight Nainital Gourmet Court,2.1,Shopping,4.4
Local Market Corner near Delight Nainital Gourmet Court,Delight Nainital Gourmet Court,3.8,Local Market,3.8
Cafe Cafe near Metro Sky Deck of Nainital,Metro Sky Deck of Nainital,1.8,Food & Dining,3.6
Souvenir Bazaar near Metro Sky Deck of Nainital,Metro Sky Deck of Nainital,2.9,Shopping,4.5
Local Market Corner near Metro Sky Deck of Nainital,Metro Sky Deck of Nainital,3.8,Local Market,4.8
