Place,City,State,Category,Description,Rating,Latitude,Longitude,Best_Time,Entrance_Fee,Average_Visit_Hours,Popularity_Score,Tourist_Type,Price_Fare,Image_URL
Indigenous Puri Heritage Craft Complex,Puri,Odisha,Cultural,"A famous landmark in Puri, this cultural spot is highly popular for its serene environment and unique style. Known as a legendary heritage craft complex in the region, it features vibrant traditional dance displays, local handicraft workshops, and rich cultural heritage exhibits and attracts visitors from all over the world. Visitors can enjoy highly authentic multi-course regional platters at local vendors and capture beautiful memories here. Highly recommended for a couple trip.",4.7,19.80596,85.83882,June to September,400,2.0,85.5,Couple,250,"https://source.unsplash.com/800x500/?tourism,Indigenous Puri Heritage Craft Complex,Puri"
Vibrant Market of Puri,Puri,Odisha,Shopping,"Located in the heart of Puri, this beautiful shopping destination is a key highlight of Odisha tourism. This notable market stands as an iconic location offering stalls filled with handmade textiles, leather goods, brass items, local fabrics, and unique handmade souvenirs, embodying the real culture of Odisha. Visitors can enjoy spicy local street snacks and cold refreshing juices at local vendors and capture beautiful memories here. Highly recommended for a all trip.",3.7,19.85451,85.77766,October to March,0,1.6,86.6,All,300,"https://source.unsplash.com/800x500/?tourism,Vibrant Market of Puri,Puri"
Puri Delight Spice Lane,Puri,Odisha,Food,"Situated in a scenic setting in Puri, this food attraction offers travelers an unforgettable local experience. This notable spice lane stands as an iconic location offering dozens of legendary food joints serving authentic regional recipes passed down through generations of chefs, embodying the real culture of Odisha. Visitors can enjoy signature dishes, hot local breads, and sweet traditional desserts at local vendors and capture beautiful memories here. Highly recommended for a couple trip.",4.4,19.81686,85.794,March to June,0,1.9,73.1,Couple,250,"https://source.unsplash.com/800x500/?tourism,Puri Delight Spice Lane,Puri"
Metro Puri Science Arena,Puri,Odisha,Modern,"A famous landmark in Puri, this modern spot is highly popular for its serene environment and unique style. Known as a legendary science arena in the region, it features interactive digital exhibits, virtual reality play zones, and state-of-the-art entertainment and science options and attracts visitors from all over the world. Visitors can enjoy fusion modern cuisine, continental snacks, and specialty coffees at local vendors and capture beautiful memories here. Highly recommended for a family trip.",4.6,19.86445,85.86881,November to February,100,2.1,88.0,Family,250,"https://source.unsplash.com/800x500/?tourism,Metro Puri Science Arena,Puri"
Serene Hills of Puri,Puri,Odisha,Nature,"A famous landmark in Puri, this nature spot is highly popular for its serene environment and unique style. Known as a legendary hills in the region, it features scenic panoramic views of lakes and mountains, lush green pathways, and rich local biodiversity and attracts visitors from all over the world. Visitors can enjoy fresh local coconut water and hot sweet corn at local vendors and capture beautiful memories here. Highly recommended for a all trip.",4.4,19.76336,85.85863,October to March,100,2.0,71.7,All,50,"https://source.unsplash.com/800x500/?tourism,Serene Hills of Puri,Puri"
Puri Sovereign Fort,Puri,Odisha,Historical,"A famous landmark in Puri, this historical spot is highly popular for its serene environment and unique style. Known as a legendary fort in the region, it features intricate stone carvings, ancient military artifacts, museum displays, and majestic historical architecture and attracts visitors from all over the world. Visitors can enjoy traditional local tea and snacks from century-old stalls at local vendors and capture beautiful memories here. Highly recommended for a all trip.",4.7,19.82657,85.8898,October to March,50,2.6,95.8,All,50,"https://source.unsplash.com/800x500/?tourism,Puri Sovereign Fort,Puri"
Eternal Puri Mosque,Puri,Odisha,Religious,"Located in the heart of Puri, this beautiful religious destination is a key highlight of Odisha tourism. This notable mosque stands as an iconic location offering peaceful prayer halls, spiritual meditation gardens, detailed wall murals, and gorgeous traditional architecture, embodying the real culture of Odisha. Visitors can enjoy holy prasadam and authentic local vegetarian sweets at local vendors and capture beautiful memories here. Highly recommended for a friends trip.",4.3,19.85341,85.82494,June to September,20,1.6,71.3,Friends,250,"https://source.unsplash.com/800x500/?tourism,Eternal Puri Mosque,Puri"
Wild Safari Zone of Puri,Puri,Odisha,Adventure,"A famous landmark in Puri, this adventure spot is highly popular for its serene environment and unique style. This notable safari zone stands as an iconic location offering thrilling outdoor adventure sports, rugged terrain paths, and panoramic views of nature that get your adrenaline pumping, embodying the real culture of Odisha. Visitors can enjoy wood-fired camp barbecue and local energy beverages at local vendors and capture beautiful memories here. Highly recommended for a friends trip.",3.9,19.76413,85.87099,October to March,500,3.1,51.0,Friends,300,"https://source.unsplash.com/800x500/?tourism,Wild Safari Zone of Puri,Puri"
Puri Ethnic Folk Centre,Puri,Odisha,Cultural,"Located in the heart of Puri, this beautiful cultural destination is a key highlight of Odisha tourism. Known as a legendary folk centre in the region, it features vibrant traditional dance displays, local handicraft workshops, and rich cultural heritage exhibits and attracts visitors from all over the world. Visitors can enjoy highly authentic multi-course regional platters at local vendors and capture beautiful memories here. Highly recommended for a all trip.",3.5,19.77682,85.8523,October to March,600,1.7,78.8,All,50,"https://source.unsplash.com/800x500/?tourism,Puri Ethnic Folk Centre,Puri"
Central Puri Shopping Arcade,Puri,Odisha,Shopping,"Located in the heart of Puri, this beautiful shopping destination is a key highlight of Odisha tourism. This notable shopping arcade stands as an iconic location offering stalls filled with handmade textiles, leather goods, brass items, local fabrics, and unique handmade souvenirs, embodying the real culture of Odisha. Visitors can enjoy spicy local street snacks and cold refreshing juices at local vendors and capture beautiful memories here. Highly recommended for a friends trip.",3.9,19.85574,85.88967,March to June,0,1.3,56.1,Friends,50,"https://source.unsplash.com/800x500/?tourism,Central Puri Shopping Arcade,Puri"
Legacy Gourmet Court of Puri,Puri,Odisha,Food,"A famous landmark in Puri, this food spot is highly popular for its serene environment and unique style. This notable gourmet court stands as an iconic location offering dozens of legendary food joints serving authentic regional recipes passed down through generations of chefs, embodying the real culture of Odisha. Visitors can enjoy signature dishes, hot local breads, and sweet traditional desserts at local vendors and capture beautiful memories here. Highly recommended for a family trip.",4.7,19.85256,85.86721,June to September,0,1.0,66.4,Family,150,"https://source.unsplash.com/800x500/?tourism,Legacy Gourmet Court of Puri,Puri"
Puri Stellar Sky Deck,Puri,Odisha,Modern,"Located in the heart of Puri, this beautiful modern destination is a key highlight of Odisha tourism. This notable sky deck stands as an iconic location offering interactive digital exhibits, virtual reality play zones, and state-of-the-art entertainment and science options, embodying the real culture of Odisha. Visitors can enjoy fusion modern cuisine, continental snacks, and specialty coffees at local vendors and capture beautiful memories here. Highly recommended for a family trip.",4.0,19.77819,85.77986,November to February,300,2.7,76.5,Family,200,"https://source.unsplash.com/800x500/?tourism,Puri Stellar Sky Deck,Puri"
Silver Puri Valley,Puri,Odisha,Nature,"A famous landmark in Puri, this nature spot is highly popular for its serene environment and unique style. Known as a legendary valley in the region, it features scenic panoramic views of lakes and mountains, lush green pathways, and rich local biodiversity and attracts visitors from all over the world. Visitors can enjoy fresh local coconut water and hot sweet corn at local vendors and capture beautiful memories here. Highly recommended for a family trip.",4.2,19.76286,85.85432,October to March,0,2.4,60.4,Family,250,"https://source.unsplash.com/800x500/?tourism,Silver Puri Valley,Puri"
Grand Museum of Puri,Puri,Odisha,Historical,"Located in the heart of Puri, this beautiful historical destination is a key highlight of Odisha tourism. This notable museum stands as an iconic location offering intricate stone carvings, ancient military artifacts, museum displays, and majestic historical architecture, embodying the real culture of Odisha. Visitors can enjoy traditional local tea and snacks from century-old stalls at local vendors and capture beautiful memories here. Highly recommended for a couple trip.",4.9,19.8286,85.83685,June to September,200,2.2,81.6,Couple,200,"https://source.unsplash.com/800x500/?tourism,Grand Museum of Puri,Puri"
Puri Eternal Mosque,Puri,Odisha,Religious,"Situated in a scenic setting in Puri, this religious attraction offers travelers an unforgettable local experience. Known as a legendary mosque in the region, it features peaceful prayer halls, spiritual meditation gardens, detailed wall murals, and gorgeous traditional architecture and attracts visitors from all over the world. Visitors can enjoy holy prasadam and authentic local vegetarian sweets at local vendors and capture beautiful memories here. Highly recommended for a solo trip.",3.8,19.85669,85.86995,November to February,0,1.2,67.3,Solo,50,"https://source.unsplash.com/800x500/?tourism,Puri Eternal Mosque,Puri"
Wild Puri Trekking Trail,Puri,Odisha,Adventure,"Situated in a scenic setting in Puri, this adventure attraction offers travelers an unforgettable local experience. Known as a legendary trekking trail in the region, it features thrilling outdoor adventure sports, rugged terrain paths, and panoramic views of nature that get your adrenaline pumping and attracts visitors from all over the world. Visitors can enjoy wood-fired camp barbecue and local energy beverages at local vendors and capture beautiful memories here. Highly recommended for a friends trip.",3.6,19.80055,85.85296,June to September,200,3.7,95.6,Friends,200,"https://source.unsplash.com/800x500/?tourism,Wild Puri Trekking Trail,Puri"
